Sl.no,Species_common_name,Species_scientific_name,lat,lon,Month,Year,Source,Comments,name_combined,Source_type
1884,Indo-Pacific_Humpback_dolphin,Sousa chinensis,14.982876,74.02248014,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1885,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.00332847,73.99353797,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1886,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.00795921,73.98504826,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1887,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.01374765,73.97925983,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1888,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.02841168,73.95880736,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1889,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.0361296,73.95610609,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1890,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.0886114,73.91327168,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1891,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.11909716,73.9198319,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1892,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.24065428,73.89937943,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1893,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.28734765,73.89436279,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1894,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.35294991,73.86812189,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1895,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.35294991,73.84381046,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1896,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.34291662,73.83069001,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1897,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.36838574,73.81062344,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1898,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.37648955,73.79981836,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1899,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.37108701,73.78824149,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1900,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.37880492,73.77897999,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1901,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.37880492,73.77087619,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1902,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.37340238,73.76393007,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1903,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.36028193,73.75814163,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1904,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.38883821,73.78978507,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1905,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.39539843,73.77936589,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1906,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.39925739,73.77164798,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1907,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.4065894,73.76007111,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1908,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.40118687,73.75544036,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1909,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.40273045,73.77512104,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1910,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.42819956,73.79557351,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1911,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.43090083,73.78438253,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1912,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.44132001,73.80869396,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1913,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.44633665,73.81293881,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1914,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.4513533,73.79711709,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1915,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.45714173,73.76740313,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1916,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.46949039,73.77666462,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1917,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.47296345,73.78013768,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1918,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.47720831,73.77319156,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1919,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.48029547,73.76778902,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1920,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.48762749,73.76585954,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1921,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.4864698,73.77512104,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1922,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.48917107,73.79441582,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1923,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.49341592,73.75659805,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1924,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.48724159,73.75119551,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1925,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.49804667,73.7434776,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1926,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.49766077,73.73498789,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1927,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.49727488,73.7257264,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1928,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.49766077,73.72070975,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1929,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.5038351,73.74463528,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1930,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.50807996,73.74502118,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1931,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.51618376,73.73537379,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1932,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.51888503,73.74540707,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1933,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.53007601,73.74077633,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1934,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.52544526,73.72032386,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1935,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.53740802,73.74231991,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1936,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.55554512,73.74810834,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1937,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.56133355,73.73344431,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1938,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.57329632,73.7253405,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1939,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.58101423,73.71955207,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1940,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.58680267,73.71453542,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1941,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.59490647,73.71222005,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1942,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.60339618,73.71839438,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1943,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.60802693,73.72186744,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1944,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.61651663,73.71299184,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1945,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.62616402,73.70836109,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1946,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.64970365,73.70450214,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1947,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.66398179,73.69253937,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1948,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.6724715,73.69832781,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1949,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.67864583,73.69099579,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1950,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.68906501,73.68482146,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1951,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.69408165,73.67633176,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1952,Indo-Pacific_Humpback_dolphin,Sousa chinensis,15.72765457,73.66475489,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1953,Indo-Pacific_Humpback_dolphin,Sousa chinensis,22.5730932,70.09890111,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1954,Indo-Pacific_Humpback_dolphin,Sousa chinensis,22.57456204,70.11187588,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1955,Indo-Pacific_Humpback_dolphin,Sousa chinensis,22.57529646,70.12729871,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1956,Indo-Pacific_Humpback_dolphin,Sousa chinensis,22.55742555,70.12093373,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1957,Indo-Pacific_Humpback_dolphin,Sousa chinensis,22.58508874,70.10942781,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1958,Indo-Pacific_Humpback_dolphin,Sousa chinensis,22.58435432,70.13488773,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1959,Indo-Pacific_Humpback_dolphin,Sousa chinensis,22.50087515,69.89938344,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1960,Indo-Pacific_Humpback_dolphin,Sousa chinensis,22.47590484,69.86168317,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1961,Indo-Pacific_Humpback_dolphin,Sousa chinensis,22.41617194,69.29103818,,2001-2002,Sutaria & Jefferson 2004,,Humpback_dolphin,Publication
1962,Pan-tropical_spotted_dolphin,Stenella attenuata,20.78268495,91.87980347,,2001-2002,Sutaria & Jefferson 2004,,Pan-tropical_spotted_dolphin,Publication
1963,Bryde's_whale,,14.87761,73.97253,9,2017,Sutaria et al 2017,,Bryde's_whale,Publication
1964,Humpback_whale,,15.3475,73.77333333,3,2017,Sutaria et al 2017,,Humpback_whale,Publication
1966,Indo-Pacific_Bottlenose_dolphin,,21.01634632,87.11462464,12,2004,Sutaria thesis 2006,,Bottlenose_dolphin,Publication
1967,Indo-Pacific_finless_porpoise,,20.52561939,86.86369624,12,2004,Sutaria thesis 2006,,Indo-Pacific_finless_porpoise,Publication
1968,Indo-Pacific_finless_porpoise,,19.83683102,86.10319597,12,2004,Sutaria thesis 2006,,Indo-Pacific_finless_porpoise,Publication
1969,Indo-Pacific_Humpback_dolphin,,20.7670621,87.0937561,12,2004,Sutaria thesis 2006,,Humpback_dolphin,Publication
1970,Indo-Pacific_Humpback_dolphin,,20.71697759,87.08970887,12,2004,Sutaria thesis 2006,,Humpback_dolphin,Publication
1971,Indo-Pacific_Humpback_dolphin,,20.70888313,87.13473433,12,2004,Sutaria thesis 2006,,Humpback_dolphin,Publication
1972,Indo-Pacific_Humpback_dolphin,,20.70938903,87.19190149,12,2004,Sutaria thesis 2006,,Humpback_dolphin,Publication
1973,Indo-Pacific_Humpback_dolphin,,20.08459753,86.48768305,12,2004,Sutaria thesis 2006,,Humpback_dolphin,Publication
1974,Indo-Pacific_Humpback_dolphin,,19.96798665,86.35943637,12,2004,Sutaria thesis 2006,,Humpback_dolphin,Publication
1975,Spinner_dolphin,,19.73286774,85.74311877,12,2004,Sutaria thesis 2006,,Spinner_dolphin,Publication
1976,Blue_whale,,5.757603285,80.62049787,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
1977,Blue_whale,,5.804579924,80.57227955,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
1978,Blue_whale,,5.807270216,80.57186566,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
1979,Blue_whale,,5.807270216,80.56855453,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
1980,Blue_whale,,5.785333989,80.51868066,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
1981,Blue_whale,,5.797957667,80.51640426,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
1982,Blue_whale,,5.789886791,80.50315974,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
1983,Blue_whale,,5.781815914,80.49984861,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
1984,Blue_whale,,5.75180881,80.49902083,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
1985,Blue_whale,,5.755119939,80.49943472,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
1986,Blue_whale,,5.755119939,80.50315974,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
1987,Blue_whale,,5.75553383,80.50564309,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
1988,Blue_whale,,5.732355929,80.54992944,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
1989,Blue_whale,,5.734839275,80.55406835,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
1990,Blue_whale,,5.73463233,80.55655169,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
1991,Blue_whale,,5.734839275,80.56855453,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
1992,Blue_whale,,5.764639434,80.49136385,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
1993,Blue_whale,,5.74808379,80.49094995,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
1994,Blue_whale,,5.74808379,80.48825966,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
1995,Blue_whale,,5.74808379,80.48825966,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
1996,Blue_whale,,5.75367132,80.48805272,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
1997,Blue_whale,,5.751601864,80.46922067,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
1998,Blue_whale,,5.766915835,80.46922067,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
1999,Blue_whale,,5.768157508,80.47377347,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2000,Blue_whale,,5.738564295,80.45949423,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2001,Blue_whale,,5.72159476,80.46963456,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2002,Blue_whale,,5.720766978,80.48246519,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2003,Blue_whale,,5.771054746,80.43817884,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2004,Blue_whale,,5.781815914,80.47522209,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2005,Blue_whale,,5.789679845,80.47377347,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2006,Blue_whale,,5.797750721,80.46528871,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2007,Blue_whale,,5.721387815,80.38871885,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2008,Blue_whale,,5.731942038,80.39306471,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2009,Blue_whale,,5.768571399,80.38809802,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2010,Blue_whale,,5.76712278,80.37526739,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2011,Blue_whale,,5.769399181,80.37174932,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2012,Blue_whale,,5.780574241,80.3589187,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2013,Blue_whale,,5.820721677,80.3725771,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2014,Blue_whale,,5.834173138,80.36926597,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2015,Blue_whale,,5.822791132,80.36761041,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2016,Blue_whale,,5.82010084,80.35809091,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2017,Blue_whale,,5.823205024,80.35974648,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2018,Blue_whale,,5.820307786,80.33946581,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2019,Blue_whale,,5.82196335,80.34132832,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2020,Blue_whale,,5.789472899,80.27458839,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2021,Blue_whale,,5.789783318,80.27789951,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2022,Blue_whale,,5.798681976,80.28803985,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2023,Blue_whale,,5.788955536,80.2855565,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2024,Blue_whale,,5.789990263,80.29321348,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2025,Blue_whale,,5.797957667,80.3019052,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2026,Blue_whale,,5.800751432,80.30314687,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2027,Blue_whale,,5.791024991,80.30832051,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2028,Blue_whale,,5.838518994,80.38395911,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2029,Blue_whale,,5.849797526,80.38985706,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2030,Blue_whale,,5.850418363,80.40361893,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2031,Blue_whale,,5.847210707,80.41996763,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2032,Blue_whale,,5.838105103,80.41851901,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2033,Blue_whale,,5.833966192,80.43683369,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2034,Blue_whale,,5.82196335,80.42948713,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2035,Blue_whale,,5.818445276,80.43010796,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2036,Blue_whale,,5.814616783,80.43466077,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2037,Blue_whale,,5.814823729,80.42483085,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2038,Blue_whale,,5.802717414,80.39047789,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2039,Blue_whale,,5.806028543,80.44231775,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2040,Blue_whale,,5.804890343,80.44914695,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2041,Blue_whale,,5.805304234,80.45194072,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2042,Blue_whale,,5.840484977,80.43683369,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2043,Blue_whale,,5.839450249,80.4402483,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2044,Blue_whale,,5.840795395,80.44159344,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2045,Blue_whale,,5.851556563,80.44045524,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2046,Blue_whale,,5.868422626,80.43693717,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2047,Blue_whale,,5.866456643,80.45059557,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2048,Blue_whale,,5.863455932,80.45266503,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2049,Blue_whale,,5.858178821,80.45711436,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2050,Blue_whale,,5.85403991,80.45607963,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2051,Blue_whale,,5.853212128,80.45411365,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2052,Blue_whale,,5.854764219,80.45442407,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2053,Blue_whale,,5.85776493,80.46725469,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2054,Blue_whale,,5.855798947,80.47056582,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2055,Blue_whale,,5.85403991,80.46973804,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2056,Blue_whale,,5.856419784,80.47346306,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2057,Blue_whale,,5.853212128,80.47470473,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2058,Blue_whale,,5.8510392,80.47263527,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2059,Blue_whale,,5.852694764,80.47170402,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2060,Blue_whale,,5.847521125,80.4748082,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2061,Blue_whale,,5.848659326,80.47170402,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2062,Blue_whale,,5.846900289,80.4691172,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2063,Blue_whale,,5.846072506,80.46766858,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2064,Blue_whale,,5.84731418,80.46528871,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2065,Blue_whale,,5.84545167,80.4645644,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2066,Blue_whale,,5.84731418,80.46259841,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2067,Blue_whale,,5.850211417,80.46259841,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2068,Blue_whale,,5.849694054,80.46663385,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2069,Blue_whale,,5.851349618,80.46735816,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2070,Blue_whale,,5.840898868,80.47346306,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2071,Blue_whale,,5.83427661,80.4713936,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2072,Blue_whale,,5.837070375,80.47087624,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2073,Blue_whale,,5.839139831,80.47129013,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2074,Blue_whale,,5.841933596,80.46994498,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2075,Blue_whale,,5.839346776,80.46901373,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2076,Blue_whale,,5.83800163,80.46766858,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2077,Blue_whale,,5.839243303,80.46673733,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2078,Blue_whale,,5.838312048,80.45794214,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2079,Blue_whale,,5.83986414,80.45245808,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2080,Blue_whale,,5.841105813,80.45038863,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2081,Blue_whale,,5.838518994,80.45018168,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2082,Blue_whale,,5.835725229,80.44925043,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2083,Blue_whale,,5.832000209,80.45307892,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2084,Blue_whale,,5.83313841,80.45514838,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2085,Blue_whale,,5.82082515,80.45483796,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2086,Blue_whale,,5.825067534,80.46756511,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2087,Blue_whale,,5.824653642,80.47015193,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2088,Blue_whale,,5.822066823,80.4725318,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2089,Blue_whale,,5.821135568,80.47408389,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2090,Blue_whale,,5.820204313,80.47511862,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2091,Blue_whale,,5.815651511,80.47429084,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2092,Blue_whale,,5.811305655,80.47232486,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
2093,Blue_whale,,5.81896264,80.46984151,"1,2,3,4",2012,Thilakarathne 2015,,Blue_whale,Publication
